id,day,milk_production
fa91ebe6-476f-469f-9d62-2f893fe210f6,2024-06-19,4.78
fa91ebe6-476f-469f-9d62-2f893fe210f6,2024-06-18,4.9
fa91ebe6-476f-469f-9d62-2f893fe210f6,2024-06-17,9.600000000000001
fa91ebe6-476f-469f-9d62-2f893fe210f6,2024-06-16,18.53
fa91ebe6-476f-469f-9d62-2f893fe210f6,2024-06-15,18.62
fa91ebe6-476f-469f-9d62-2f893fe210f6,2024-06-14,18.59
fa91ebe6-476f-469f-9d62-2f893fe210f6,2024-06-13,4.91
fa91ebe6-476f-469f-9d62-2f893fe210f6,2024-06-12,9.59
fa91ebe6-476f-469f-9d62-2f893fe210f6,2024-06-11,14.379999999999999
fa91ebe6-476f-469f-9d62-2f893fe210f6,2024-06-10,19.0
fa91ebe6-476f-469f-9d62-2f893fe210f6,2024-06-09,4.63
fa91ebe6-476f-469f-9d62-2f893fe210f6,2024-06-08,19.03
fa91ebe6-476f-469f-9d62-2f893fe210f6,2024-06-07,14.13
fa91ebe6-476f-469f-9d62-2f893fe210f6,2024-06-06,18.990000000000002
fa91ebe6-476f-469f-9d62-2f893fe210f6,2024-06-05,23.34
fa91ebe6-476f-469f-9d62-2f893fe210f6,2024-06-04,9.559999999999999
fa91ebe6-476f-469f-9d62-2f893fe210f6,2024-06-03,14.49
fa91ebe6-476f-469f-9d62-2f893fe210f6,2024-06-02,23.18
fa91ebe6-476f-469f-9d62-2f893fe210f6,2024-06-01,14.24
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-29,14.489999999999998
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-28,9.82
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-27,4.64
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-26,23.3
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-25,14.34
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-24,19.509999999999998
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-23,9.77
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-22,19.12
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-21,14.21
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-20,9.719999999999999
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-19,4.97
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-18,18.88
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-17,9.940000000000001
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-16,9.51
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-15,13.809999999999999
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-14,23.75
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-13,4.94
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-12,9.469999999999999
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-11,9.25
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-10,19.259999999999998
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-09,19.01
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-08,19.13
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-06,23.490000000000002
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-05,23.07
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-04,23.7
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-03,4.77
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-02,24.430000000000003
fa5625d5-d657-40a7-9de9-a52af87aef1f,2024-06-01,19.5
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-29,9.78
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-28,9.61
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-27,23.419999999999998
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-26,4.62
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-25,14.11
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-24,19.07
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-23,9.56
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-22,18.909999999999997
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-21,23.8
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-20,14.25
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-19,19.26
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-18,14.34
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-17,19.339999999999996
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-16,14.73
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-15,14.71
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-14,19.150000000000002
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-13,13.77
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-12,23.75
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-11,9.59
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-10,13.989999999999998
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-09,14.67
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-08,19.130000000000003
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-07,19.080000000000002
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-06,19.29
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-05,9.7
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-04,13.89
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-03,13.989999999999998
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-02,14.55
f7e0cdbc-b23e-483a-8d78-b266a932a3c1,2024-06-01,13.579999999999998
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-29,18.89
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-28,14.379999999999999
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-27,18.58
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-26,14.2
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-25,14.21
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-24,14.05
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-23,9.33
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-22,19.27
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-21,14.46
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-20,14.459999999999999
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-19,9.350000000000001
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-18,24.119999999999997
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-17,9.82
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-16,9.57
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-15,19.23
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-14,14.24
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-13,14.3
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-12,9.67
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-11,9.43
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-10,13.989999999999998
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-09,19.07
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-08,14.5
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-07,9.66
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-06,14.11
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-05,24.19
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-04,4.88
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-03,19.29
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-02,24.400000000000002
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6,2024-06-01,19.23
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-29,14.5
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-28,9.66
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-27,9.86
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-26,18.96
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-25,9.81
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-24,19.15
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-23,18.43
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-22,14.350000000000001
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-21,9.27
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-20,23.910000000000004
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-19,4.71
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-18,24.57
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-17,19.06
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-16,18.740000000000002
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-15,18.99
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-14,9.9
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-13,9.149999999999999
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-12,13.849999999999998
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-11,18.490000000000002
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-10,9.39
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-09,18.88
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-08,19.03
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-07,14.41
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-06,18.76
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-05,24.17
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-04,14.38
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-03,4.8
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-02,14.31
f3208e67-07dc-4cfb-9ca1-b0d3750ea753,2024-06-01,19.2
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-29,18.880000000000003
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-28,14.34
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-27,19.36
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-26,14.05
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-25,24.019999999999996
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-24,9.54
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-23,9.53
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-22,9.43
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-21,18.990000000000002
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-20,23.729999999999997
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-19,4.54
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-18,18.75
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-17,9.92
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-16,9.35
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-15,18.7
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-14,19.04
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-13,14.64
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-12,9.75
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-11,9.57
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-10,24.08
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-09,4.64
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-08,19.13
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-07,14.079999999999998
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-06,9.54
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-05,14.1
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-04,14.41
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-02,9.45
f20b9926-d224-48cf-9047-f6c7cc0cae6e,2024-06-01,14.620000000000001
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-29,14.319999999999999
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-28,9.66
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-27,9.309999999999999
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-26,14.399999999999999
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-25,18.83
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-24,9.02
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-23,14.47
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-22,23.160000000000004
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-21,9.46
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-20,23.67
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-19,4.6
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-18,13.979999999999999
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-16,19.580000000000002
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-15,19.0
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-14,14.59
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-13,14.280000000000001
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-12,14.02
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-11,23.580000000000002
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-10,19.22
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-09,18.6
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-08,14.64
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-07,14.29
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-06,9.51
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-05,19.13
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-04,14.52
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-03,18.509999999999998
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-02,18.52
ef082efc-d476-4ca4-89a8-94d4cf09392a,2024-06-01,14.450000000000001
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-29,14.060000000000002
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-28,9.59
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-27,13.919999999999998
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-26,14.549999999999999
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-25,14.560000000000002
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-24,19.5
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-23,14.479999999999999
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-22,9.809999999999999
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-21,28.650000000000002
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-20,9.82
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-19,9.530000000000001
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-18,14.18
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-17,9.32
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-16,14.419999999999998
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-15,18.77
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-14,19.01
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-13,14.21
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-12,23.630000000000003
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-11,9.34
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-10,14.33
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-09,14.39
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-08,9.9
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-07,9.75
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-06,9.36
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-05,13.98
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-04,19.2
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-03,24.060000000000002
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-02,18.869999999999997
edb28bf0-bf09-4469-b9b3-7d2a1dd45ff1,2024-06-01,19.229999999999997
e69e914f-2797-4ed1-a32f-606cb03fc6f2,2024-06-29,14.350000000000001
